water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,establishing_agency,date_source_established,latitude,longitude,permanent,functioning,reason_for_non_functioning,management_type,wsc_date_of_establishment,cost_of_water_for_humans,name_of_operator,operator_contact_number,last_intervention_description,last_intervention_date
Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Bayhawa BH2,Behanooy,Warjanay company,1/1/2015,3.1449,43.654,Yes,No,,Private,,,,,,
Dug Well,SWALIM_WSIS,2008-05-29,Awdal,Baki,Baki 2,Baki,,,10.0271,43.3709,,,,,,,,,,
Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Awshino,Bulo Shahi,,,3.2041,43.3867,,Yes,,Community,,,,,,
Dug Well,SWALIM_WSIS,2008-12-05,Awdal,Baki,Gargaara 3,Hulka,,,10.3098,43.8066,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-06-01,Bari,Bossaso,Jiniyaley,Laag,,,11.0174,49.1819,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-07-22,Nugaal,Eyl,Spring 1,,,,8.0133,49.9169,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-20,Sool,Taleex,Carrooley,Godaalo,,,8.8603,48.1356,Yes,Yes,,,,,,,,
Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Beyhawa-Hospital BH1,Beyhawa,Muslim Charity,1/1/2013,3.1375,43.6544,No,No,,Community,,,,,,
Dug Well,SWALIM_WSIS,2008-06-02,Sool,Xudun,Dhaban,Sufra wayne,,,9.37,47.5024,No,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-11-06,Togdheer,Owdweyne,Harasheikh Dug Well 2,Qoton Dabo,,,9.3161,44.7598,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-13,Galgaduud,Ceel Dheer,Shaydhac,,,,3.9228,47.4684,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-01,Bari,Bossaso,Yalho,Karin,,,10.9207,49.2572,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-13,Awdal,Baki,Hulka 2,,,,10.3514,43.9275,Yes,Yes,,,,,,,,
Dam,SWALIM_WSIS,2009-10-17,Bay,Qansax Dheere,Wargaras,Sheeboow,,,2.7292,42.5909,,,,,,,,,,
Spring,SWALIM_WSIS,2008-07-14,Nugaal,Garoowe,Kalcad,Siigadheer,,,8.8079,48.8909,,,,,,,,,,
Dam,SWALIM_WSIS,2009-10-28,Gedo,Baardheere,Xusula,Ali G,,,2.5,42.2,Yes,Yes,,,,,,,,
Berkad,SWALIM_WSIS,2008-06-19,Togdheer,Burco,Balli Hulle,Balli Hule,,,9.1963,45.5744,,No,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-19,Sool,Xudun,Cadabuur,Lafawayne,,,8.9333,47.3808,Yes,Yes,,,,,,,,
Dam,SWALIM_WSIS,2009-09-29,Middle Juba,Saakow,Nur Gabo,,,,1.8457,42.2654,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-14,Sool,Laas Caanood,Kalax 1,Yagori,,,8.16,47.0458,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-19,Nugaal,Garoowe,Darayle 1,Garowe,,,8.3634,48.417,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-08,Nugaal,Garoowe,Berdadawoco 1,,,,8.5023,48.7771,No,No,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-24,Nugaal,Eyl,Qoryaale,Ilig,,,7.7753,49.825,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-26,Sool,Taleex,Laasbaas,Kalacaad,,,9.2881,48.1289,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-21,Togdheer,Burco,Ceel Baxay Dug Well 1,Ceel Baxay,,,10.0317,45.9079,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2009-05-10,Gedo,Baardheere,Jungal 2,Jungal 2,,,2.35,42.0681,Yes,Yes,,,,,,,,
Berkad,SWALIM Archives,2005-02-22,Hiraan,Belet Weyne,,,,,4.9502,45.3519,,Yes,,,,,,,,
Berkad,BRCiS,2017-06-01,Sanaag,Ceerigaabo,Haldhaagan,Haldhaagan,,,10.8232,47.6385,,,,,,,,,,
Berkad,SWALIM Archives,2004-03-18,Woqooyi Galbeed,Hargeisa,,,,,9.0263,44.2112,,,,,,,,,,
Dam,SWALIM_WSIS,2009-08-13,Bay,Baydhaba,War Sagaro,Bulo Daleel,,,3.2167,43.5013,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-08-03,Nugaal,Garoowe,Garowe 2,,,,8.3982,48.4852,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-05-21,Sool,Taleex,Xalin,Taleex,,,9.0903,48.6214,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-28,Mudug,Jariban,Kulub,Ilo Kulub,,,7.0286,49.3828,Yes,Yes,,,,,,,,
Borehole,SWALIM_WSIS,2009-08-30,Galgaduud,Dhusa Marreb,Dhoobshaal,Dayex,,,5.5327,46.3783,,Yes,,Private,,,,,,
Dug Well,SWALIM_WSIS,2008-07-27,Mudug,Jariban,Ceel Lahelay,Ilo Kulub,,,7.0618,49.3998,No,No,,,,,,,,
Dug Well,SWALIM_WSIS,2008-08-03,Nugaal,Garoowe,Dr Ahmed,,,,8.3965,48.4769,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-27,Mudug,Jariban,Il Foocshe,Gaar Cad,,,7.171,49.4721,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-27,Mudug,Jariban,Doomaariyo,Gaar Cad,,,7.2642,49.5466,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-18,Sanaag,Laasqoray,Xun bays,Ceelayo,,,11.2684,48.7884,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-05-31,Sanaag,Ceerigaabo,Buq spring 2,Dayaxa,,,10.6214,47.177,Yes,Yes,,,,,,,,
Berkad,BRCiS,2017-06-01,Nugaal,Eyl,Diilin,Diilin,,,7.9749,49.3979,,,,,,,,,,
Berkad,SWALIM_WSIS,2008-06-21,Togdheer,Burco,Dhagax Dheer Dam,Dhagax Dheer,,,8.4205,45.7627,,,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-13,Bay,Baydhaba,kontog,Ideeda,, 1/15/1996,3.1977,43.2979,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-03,Woqooyi Galbeed,Gebiley,Hadhley 2,Hadhley,,,9.8325,43.6321,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-14,Awdal,Zeylac,Feedho weyn,Aasha Caddo,,,11.2573,43.4473,Yes,Yes,,,,,,,,
Berkad,SWALIM_WSIS,2008-06-19,Togdheer,Burco,ilma cilmi saalax,Balli Hule,,,9.1825,45.5807,,No,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-12,Galgaduud,Ceel Dheer,Cabdi Matan,Ceel Dhooble,,,4.056,47.5253,,Yes,,,,,,,,
Spring,SWALIM_WSIS,2009-10-28,Gedo,Baardheere,Dar,Dar,,,2.6041,42.204,Yes,Yes,,,,,,,,
Borehole,YME_GSA,2013-06-30,Mudug,Hobyo,Wisil BH,Wisil,,,5.4278,48.1211,,,,,,,,,,
Dug Well,FGS_MoEWR,2019-03-16,Banadir,Kaaraan,Haji faroole,Jabuti,Private,10-12-97,2.0513,45.3614,Not_known,No,,,,,,,,
Dug Well,SWALIM_WSIS,2008-08-03,Nugaal,Garoowe,Gardhere,,,,8.3982,48.4824,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-21,Sool,Taleex,Dhanaan toole,xerta talex,,,9.0694,48.4592,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-08-03,Nugaal,Garoowe,Mosque 1,,,,8.4067,48.4836,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Gebiley,Horebili 3,gebiley,,,9.72,43.6517,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-29,Woqooyi Galbeed,Hargeisa,Bali Mataan,,,,9.1105,44.4825,Yes,Yes,,,,,,,,2007-06-01
Dam,SWALIM_WSIS,2008-05-24,Awdal,Borama,Mixile Dam,Boorame,,,9.9551,43.2356,Yes,Yes,,,,,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-03-22,Middle Shabelle,jowhar,Reer Maxamed Fidow,Labiga,IMC,14/09/2019,2.8095483,45.4835367,yes,No,"1 year ago, because of the floods ",Communal,,,,,16-Sep-20,Rehabilitation 
Dug Well,SWALIM_WSIS,2008-08-03,Nugaal,Garoowe,UN Compound,,,,8.3994,48.4738,Yes,Yes,,,,,,,,
Dam,SWALIM_WSIS,2009-08-05,Bakool,Xudur,Goomare Tajeeg,,, 1/23/1984,4.1875,44.0682,,Yes,,,,,,,,2008-01-23
Berkad,BRCiS,2017-06-01,Bari,Iskushuban,Xiriro,Xiriro,,,9.9781,50.2454,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-06,Nugaal,Garoowe,Jibagale 2,,,,8.498,48.6251,Yes,Yes,,,,,,,,
Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Wakalada Borehole,Isha,Warjanay company,14-03-16,3.1159,43.6471,Yes,Yes,,Private/Individual,,,,,,
Dug Well,SWALIM Archives,2004-07-01,Togdheer,Owdweyne,Ceelsame 4,,,,9.3349,45.1607,,,,,,,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Kawaan Ka Dha,Kawaan ka Dha,Private,,4.22917,44.02273,yes,Yes,,Communal,,,,,,
Dug Well,SWALIM_WSIS,2008-05-19,Awdal,Borama,Af Doox 4,Boon,,,10.0468,43.0468,Yes,No,,,,,,,,
Spring,SWALIM_WSIS,2008-06-11,Bari,Iskushuban,Jaceyl,Dharoor,,,10.2864,50.2339,Yes,Yes,,,,,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,Bakool,waajid,Geedi,Howl Wadaag ,Private,29/08/2006,3.814088,43.24393,yes,Yes,,Communal,,,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-04-18,Bay,qansax_dheere,Jameeco zone1,James Zone 1,not_specified,,2.866856,43.005717,yes,Yes,,Communal,,2,,,,
Dug Well,SWALIM_GSA,2016-02-28,Galgaduud,Ceel Bur,Dari SH,Dari,,,4.3273,46.616,,,,,,,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,Bakool,waajid,Qarar,Galbeed ,Community_,18/10/2003,3.809585,43.240864,yes,Yes,,Communal,,,,,,
Borehole,Puntland Ministry of Energy Minerals and Water,2022-04-01,Togdheer,buuhoodle,Horufadhi BH,Horufadhi,International Committee of The Red Cross,01/04/2019,8.5796919,46.4102163,yes,Abandoned,Needed deeply observation about the borehole problem ,,,,,,,
Dam,Somaliland Ministry of Water Resources Development,2022-04-17,Woqooyi Galbeed,hargeisa,Qoton wayne,Qoton wayne ,Community,14/08/2019,9.1064922,44.484365,no,No,10 months before becouse of the luck of enough rainfall.,Communal,,,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,Bakool,waajid,Wadajir ,Wadajir,Private,13/11/1999,3.807203,43.248418,yes,Yes,,Communal,,,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,Bakool,waajid,Hospital ,Waberi,Community_,19/11/1994,3.808702,43.254046,yes,Yes,,Communal,,,,,,
Dug Well,Somaliland Ministry of Water Resources Development,2022-04-26,Woqooyi Galbeed,hargeisa,Mohamoud Hashi dug well,Burco yar,Mohamoud Hashi,26/01/2022,9.6491616,44.2580643,yes,Yes,,Private/Individual,,0.06,,,,
Dug Well,FGS Ministry of Energy and Water Resources,2022-04-19,Lower Shabelle,baraawe,Dug well,Dayah ,United Nations Children's Fund,19/04/2022,1.1113876,44.0269073,yes,Yes,,Utility/Local Authority,,,,,19-Apr-22,Good interview 
Dug Well,SWALIM_WSIS,2008-07-16,Bari,Bandar Beyla,Baq Baq,Usgure,,,8.7006,50.0704,Yes,Yes,,,,,,,,
Dug Well,BRCiS,2017-06-01,Hiraan,Belet Weyne,Beletwein Town,Beletwein Town,,,4.7353,45.2067,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-18,Sool,Xudun,Tuursubag,Saaxa gabao,,,8.8453,47.3853,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-27,Mudug,Jariban,Gaar Cad,Doomaariyo,,,7.2371,49.5241,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-05-31,Bari,Bossaso,Gub,Laag,,,11.0532,49.175,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-07-21,Nugaal,Eyl,Il Dabey,Eyl,,,7.9794,49.8189,Yes,Yes,,,,,,,,
Berkad,SWALIM_WSIS,2008-06-21,Togdheer,Burco,Xaaji Maxied Biixi,Lisaaxle,,,8.6857,45.6695,,No,,,,,,,,
Dug Well,SWALIM_WSIS,2009-07-23,Mudug,Hobyo,Bitale,Zodaxtooce,,,6.7048,47.8337,,,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-11,Galgaduud,Ceel Dheer,Toxoow,Ceel Caraye,,,3.9395,47.405,,,,,,,,,,
Dam,Somaliland_MoWRD,2019-10-22,Sanaag,Ceerigaabo,Hingalool Dam,Hingalool,ARC, 3/19/2019,9.8086,48.3189,No,Yes,,, 3/17/2018,0.1,,,,
Borehole,FGS_MoEWR,2019-09-15,Galgaduud,Dhusa Marreb,Dalbile-Godinlabe two,Godinlabe two,Community,11-05-17,5.892,46.6284,Yes,Yes,,Private/Individual,,0.02,,,Construction of water tank,2010-10-13
Borehole,FGS_MoEWR,2019-08-13,Bay,Baydhaba,Xanano two,Xanano two,Diakonie Emergency Aid Bread for the World,11-09-16,3.1402,43.6655,No,Yes,,Private/Individual,,0.05,,,,
Dug Well,SWALIM_WSIS,2008-05-15,Togdheer,Burco,Beer Burco Yar 2,,,,9.3673,45.7625,No,No,,,,,,,,
Dug Well,SWALIM_WSIS,2009-07-22,Mudug,Hobyo,Xinduugan,,,,6.5017,47.7224,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-01,Awdal,Borama,Xamarta,Xamarta Town,,,10.1051,43.3489,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-28,Bari,Bossaso,Fatax,,,,11.2895,49.2126,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-17,Bay,Bur Hakaba,Raydabo,Doyaley,,,2.867,43.9031,,,,,,,,,,
Dug Well,BRCiS,2017-06-01,Gedo,Doolow,Kabasa,Kabasa,,,4.1676,42.0913,,,,,,,,,,
Borehole,SWALIM_WSIS,2008-07-23,Mudug,Galdogob,Roox BH3,Bacaadweyn,,,7.1508,47.4351,Yes,Yes,,Private,,,,,,
Borehole,SWALIM_GSA,2018-06-06,Lower Shabelle,Afgooye,Elasha biyaha19,Siinkadheer,GTZ - German Agency for Technical Assistance,01-01-79,2.0608,45.1856,Yes,No,,PPP,,,,,,
Borehole,FGS_MoEWR,2018-12-31,Lower Shabelle,Afgooye,Abaadir,indhoolaqaala,,,2.0245,45.2374,Yes,Yes,,community,,,,,,
Borehole,SWALIM_HGS,2011-12-11,Nugaal,Garoowe,Diriye,,,,8.3988,48.4748,,Yes,,,,,,,,2005-07-20
Borehole,SWALIM_HGS,2011-12-13,Nugaal,Garoowe,Baley/BAB008,Baleey,,,8.48847,48.62397,,Yes,,,,,,,,1989-05-16
Dug Well,SWALIM_WSIS,2008-06-09,Bari,Caluula,Qajawe 1,Murcanyo,,,11.6796,50.4476,Yes,Yes,,,,,,,,
Dam,FGS Ministry of Energy and Water Resources,2022-04-21,Bay,bur_hakaba,Doweeda,Doweda,Community_,01/01/2011,2.837585,44.022469,no,No,,Communal,,,,,,
Borehole,SWALIM_GSA,2018-06-06,Lower Shabelle,Afgooye,Sheikh ahmed BH2,Jaran,Private,01-01-18,2.11,45.1694,Yes,Yes,,Private,,,,,,
Borehole,FGS_MoEWR,2019-01-09,Lower Shabelle,Afgooye,Shirkadda Horumarinta Biyaha Banadir,Halgan,Private,01-11-14,2.0707,45.3056,Yes,Yes,,Private,,1,,,,
Borehole,SWALIM_WSIS,2008-07-23,Mudug,Galdogob,Roox BH2,Bacaadweyn,,,7.1531,47.449,Yes,Yes,,Community,,,,,,
Dug Well,SWALIM_WSIS,2009-07-29,Mudug,Hobyo,Miirssare,Colgulla,,,5.9924,47.8974,,Yes,,,,,,,,
Borehole,Puntland_PSAWEN,2014-01-04,Mudug,Galkacyo,Gaar Balli Abaar,Gaalkacyo,Private,01-06-13,6.8638,47.4348,,No,,Private,,,,,,
Borehole,Puntland_PSAWEN,2013-12-25,Mudug,Galkacyo,Hemo,Hemo,Finland Government,01-06-06,7.143,47.5314,Yes,Yes,,Community,,,,,,
Dug Well,SWALIM_GSA,2017-05-25,Bakool,Tayeeglow,Gowbarre,Gowbarre,Community,,4.0208,44.3409,No,Yes,,,,,,,,
Borehole,SWALIM_WSIS,2009-01-09,Mudug,Hobyo,Tixiri,Bajero,,,5.6994,47.6363,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-02,Galgaduud,Dhusa Marreb,Mareergur HDO1,Hadiile,,,5.7518,46.51,Dont know,Abandoned,,,,,,,,
Borehole,SWALIM_GSA,2016-02-20,Mudug,Hobyo,Jilableherre BH2,Jilableherere,SDRO,21-02-11,6.7081,48.0306,No,No,,Community,,,,,,
Borehole,SWALIM_GSA,2016-02-16,Mudug,Hobyo,Sarman BH,Gawaan,,16-02-11,5.3184,48.3283,,No,,Community,,,,,,
Borehole,YME_GSA,2011-12-01,Mudug,Hobyo,Bajeelo,Bajeelo,,,5.7865,47.703,,,,,,,,,,
Dug Well,FGS_MoEWR,2019-03-18,Banadir,Yaaqshiid,Ceelka jirid,Darjiinka,PENHA -  Pastoral and Environmental Network for the Horn of Africa,10/14/1990,2.0525,45.345,Yes,Yes,,,,,,,,
Borehole,SWALIM_GSA,2018-06-06,Middle Shabelle,Balcad,Alkowthar Water Supply BH2,Waberi,GTZ - German Agency for Technical Assistance,01-01-81,2.3557,45.3906,Yes,No,Other,Other,,,,,,
Berkad,BRCiS,2017-06-01,Hiraan,Belet Weyne,Qabno,Qabno,,,5.1433,45.4229,,,,,,,,,,
Borehole,SWALIM_WSIS,2008-07-21,Nugaal,Burtinle,Burtinle BH4,Xarfo,,,7.6502,47.8346,No,No,,,,,,,,
Borehole,SWALIM_WSIS,2008-08-02,Nugaal,Garoowe,Salaxley,Garowe,,,8.3084,48.5079,,,,,,,,,,
Borehole,Puntland_PSAWEN,2014-01-15,Nugaal,Garoowe,Cabdi Shiikh,Laba iyo labatanaad,Private,01-04-11,8.5054,48.6409,Yes,Yes,,Private,,,,,,
Borehole,SWALIM_HGS,2011-12-11,Nugaal,Garoowe,Diriye/GAB001,,,,8.39879,48.47475,,Yes,,,,,,,,2005-07-20
Borehole,SWALIM_HGS,2011-12-10,Nugaal,Garoowe,Diriye/GAB002,,,,8.39936,48.46754,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2011-12-10,Nugaal,Garoowe,Diriye/GAB004,,,,8.39344,48.46879,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-16,Galgaduud,Ceel Dheer,Ceel Qabobe 1,,,,4.2285,47.737,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2011-12-10,Nugaal,Garoowe,Diriye/GAB005,,,,8.39354,48.46334,,No,,,,,,,,
Borehole,SWALIM_HGS,2012-02-04,Nugaal,Garoowe,Libaaxo/LIB057,,,,8.59923,49.18963,,,,,,,,,,1989-04-11
Dug Well,BRCiS,2017-06-01,Lower Shabelle,Afgooye,Anole,Anole,,,2.0282,45.289,,,,,,,,,,
Borehole,SWALIM_HGS,2011-12-10,Nugaal,Garoowe,Reebanti/GTEC COLLAGE,,,,8.4096,48.47636,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2012-02-04,Nugaal,Garoowe,Sinujif/SAB056,,,,8.59172,49.06692,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2011-12-12,Nugaal,Garoowe,Waberi/GAB007,,,,8.367,48.49736,,Yes,,,,,,,,2004-04-09
Borehole,SWALIM_HGS,2011-12-10,Nugaal,Garoowe,Diriye/GAB003,,,,8.39517,48.47057,,Yes,,,,,,,,1980-06-18
Dug Well,SWALIM_WSIS,2009-07-23,Mudug,Hobyo,Qodaxtoole,Bitale,,,6.6205,47.851,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2012-01-17,Nugaal,Jariban,Gadobjiran/GOB050,,,,7.51331,49.41064,,Yes,,,,,,,,1982-05-18
Borehole,SWALIM_HGS,2011-12-13,Togdheer,Owdweyne,Biicile,,,,9.38073,45.1632,,No,,,,,,,,2009-02-15
Dug Well,SWALIM_WSIS,2009-08-15,Galgaduud,Ceel Dheer,Xalanley 1,,,,4.1197,47.4438,,Yes,,,,,,,,
Borehole,Somaliland_MoWR,2014-01-18,Sanaag,Ceerigaabo,Mahdi Mahamed Duals,Booca,Mahdi M. Duale ( Owner ),01-06-95,10.5791,47.2781,Yes,No,,Private,,,,,,
Borehole,Somaliland_MoWR,2014-01-25,Sool,Laas Caanood,Dhunyo Xuusho BH1,Dhunyo Xusho,Somaliland MoWR - Ministry of Water Resources ,01-06-12,8.5283,47.3352,No,No,,Public,,,,,,
Borehole,SWALIM_GSA,2016-02-07,Galgaduud,Dhusa Marreb,Salaxdhadhab ,Guriceel,Kuwait Government,07-02-12,5.2782,45.8021,Yes,Yes,,Community,,0.01,,,,
Borehole,SWALIM_HGS,2012-01-11,Sool,Caynabo,Gadhka/CAB001,,,,9.308,46.356,,Yes,,,,,,,,
Borehole,SWALIM_GSA,2016-02-06,Galgaduud,Dhusa Marreb,Ceel Baraf,Guriceel,Community,31-08-10,5.2359,45.8227,Yes,Yes,,Public-Private,,0.01,,,Lowara 7 5kw,2015-01-01
Dug Well,FGS_MoEWR,2019-01-01,Banadir,Warta Nabada,Caato,Waaxda1aad janaral daauud,Private,  2/1/1996,2.0434,45.3407,Yes,Yes,,,,1,,,,
Borehole,SWALIM_WSIS,2009-08-08,Galgaduud,Dhusa Marreb,Ceel Baraf1,Asaleeye,,,5.2364,45.8229,Yes,Yes,,Communal,20-08-18,,,,No intervention,
Borehole,FGS_MoEWR,2019-09-19,Galgaduud,Dhusa Marreb,Ceel Baraf2,Ceel baraf,NRC - Norwegian Refugee Council,01-01-19,5.2366,45.8229,No,No,"This source stopped before three days, Pum is blocked and nd then the people is trucking fromGuricel",Private,,,,,,
Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Badar BH,Guriceel,Private,01-01-12,5.3003,45.861,Yes,Yes,,Private,01-01-12,,,,,
Borehole,SWALIM_GSA,2016-02-06,Galgaduud,Dhusa Marreb,Xareed BH,Guriceel,,01-09-13,5.3002,45.861,Yes,Yes,,Public-Private,,,,,,
Dug Well,FGS_MoEWR,2019-03-18,Banadir,Yaaqshiid,Al Mualim,Siisii,Private,11/15/1992,2.0585,45.3536,Not_known,Yes,,,,,,,,
Dug Well,FGS_MoEWR,2019-03-18,Banadir,Yaaqshiid,Al faraj,Lafweyn,Private,11-12-96,2.0633,45.3533,Not_known,No,,,,,,,,
Borehole,SWALIM_GSA,2016-02-07,Galgaduud,Dhusa Marreb,Gogobaale BH,Guriceel,,07-02-00,5.3229,45.8689,Yes,Yes,,Private,,,,,Constructed Water tank,
Dug Well,FGS_MoEWR,2019-03-18,Banadir,Yaaqshiid,Ceelka Ramadan,Ramadan,Private,10/13/1995,2.0714,45.3567,No,No,,,,,,,,
Borehole,COOPI,2012-12-17,Galgaduud,Dhusa Marreb,Bader,Guriel town,Private,25-06-03,5.3092,45.8761,Yes,Yes,,Community,,,,,,
Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Shimbiroonshe BH2,Guriceel,Former Somali Government,01-01-82,5.3107,45.8775,No,No,Tech Breakdown,Community,,,,,,
Borehole,SCF,2005-02-22,Hiraan,Belet Weyne,Dhariyow,,,,4.8428,45.1701,,No,,,,,,,,
Borehole,SWALIM_GSA,2016-02-07,Galgaduud,Dhusa Marreb,Shimbiroonshe BH1,Guriceel,ICRC - International Committee of The Red Cross,07-02-00,5.3107,45.8776,Yes,Yes,,Community,,0.01,,,Constructed Water tank,
Borehole,YME_GSA,2012-05-31,Hiraan,Bulo Barde,Moqokori,Moqokori,,,4.0617,46.1344,,,,,,,,,,
Dug Well,SWALIM_GSA,2017-12-05,Bakool,Ceel Barde,Cimilow SH,Cimilow,Private,07-07-05,4.8269,43.6552,Yes,Yes,,,,,,,,
Dug Well,COOPI,2012-12-12,Galgaduud,Dhusa Marreb,Afwayne banan 1,Afwayne,Community, 12/4/2000,5.6564,46.5536,Yes,Yes,,,,,,,,
Dug Well,International Committee of The Red Cross,,,,,,International Committee of The Red Cross,,-1.577055,41.617418,,,,,,0.0,,,,
Borehole,SWALIM_GSA,2016-02-07,Galgaduud,Dhusa Marreb,Abshir BH,Guriceel,,07-02-00,5.3251,45.8798,Yes,Yes,,Community,01-01-00,,,,Elevated water tank construction,2004-01-01
Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Jafanjeef BH2,Guriceel,Private,01-01-06,5.2978,45.8803,Yes,No,Tech Breakdown,Private,01-01-98,,,,,
Borehole,SWALIM_GSA,2016-02-07,Galgaduud,Dhusa Marreb,Jafanjeef BH1,Guriceel,,07-02-95,5.298,45.8809,Yes,Yes,,Private,,0.02,,,"Constructed Water tank,kiosk and generator room",2010-01-01
Borehole,SWALIM_GSA,2016-02-07,Galgaduud,Dhusa Marreb,Zamzam BH,Guriceel,,07-02-13,5.3123,45.8984,Yes,Yes,,Private,,0.02,,,,
Dug Well,SWALIM_WSIS,2009-08-08,Galgaduud,Dhusa Marreb,Badar,Deegaan IDP camp,,  1/3/2005,5.3093,45.876,Yes,Yes,,,,,,,,
Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Cantobo BH,Guriceel,Private,01-01-14,5.3122,45.8984,Yes,Yes,,Private,01-01-14,,,,Elevated water tank construction,2017-01-01
Dug Well,SWALIM_GSA,2017-05-25,Bakool,Tayeeglow,Hoogeey,Hoogeey,Community,,3.8542,44.4773,No,Yes,,,,,,,,
Dug Well,FGS_MoEWR,2019-01-01,Banadir,Warta Nabada,Ceelka Tawakal,Waaxda 2aad Hantiwadaag,Private,  1/1/1994,2.0488,45.3343,Yes,Yes,,,,,,,,
Dug Well,FGS_MoEWR,2019-01-01,Banadir,Warta Nabada,Daahir xaaji,Waaxda1aad janaraal daauud,Private,12/20/1992,2.0449,45.3367,Yes,Yes,,,,0,,,,
Dug Well,FGS_MoEWR,2019-03-18,Banadir,Yaaqshiid,Al majiid,Darjiinka,Private,10-12-79,2.0521,45.3417,Not_known,No,,,,,,,,
Dug Well,FGS_MoEWR,2019-03-18,Banadir,Yaaqshiid,Ceel macan,Siinaay,Muslim Aid,10-12-13,2.061,45.3438,Not_known,No,,,,,,,,
Dug Well,FGS_MoEWR,2019-03-18,Banadir,Yaaqshiid,Cali cumar,Tokyo,Private,10/13/1994,2.0533,45.3473,Not_known,No,,,,,,,,
Dug Well,BRCiS,2017-06-01,Lower Shabelle,Afgooye,Beled-amin,Beled-amin,,,2.1504,45.1168,,,,,,,,,,
